"","departamento","municipio","DANE_code","weapon","day","month","year","gender","age_group"
"1018","ATLANTICO","SABANAGRANDE",8634000,"CONTUNDENTES","24","01","2010","MASCULINO","ADULTOS"
"1019","BOYACA","QUIPAMA",15580000,"CONTUNDENTES","24","01","2010","MASCULINO","ADULTOS"
"1020","VALLE","TRUJILLO",76828000,"CORTANTES","24","01","2010","MASCULINO","ADULTOS"
"1021","CAQUETA","SAN VICENTE DEL CAGUAN",18753000,"ARMA BLANCA / CORTOPUNZANTE","25","01","2010","MASCULINO","ADULTOS"
"1022","TOLIMA","IBAGUE (CT)",73001000,"ARMA BLANCA / CORTOPUNZANTE","25","01","2010","MASCULINO","ADOLESCENTES"
"1023","VALLE","CALI (CT)",76001000,"ARMA BLANCA / CORTOPUNZANTE","25","01","2010","MASCULINO","ADULTOS"
"1024","ANTIOQUIA","ITAGUI",5360000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1025","ANTIOQUIA","ITAGUI",5360000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1026","ANTIOQUIA","ITAGUI",5360000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1027","ANTIOQUIA","ITAGUI",5360000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1028","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1029","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1030","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1031","ANTIOQUIA","NECOCLI",5490000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1032","ANTIOQUIA","PUERTO BERRIO",5579000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1033","ANTIOQUIA","PUERTO BERRIO",5579000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1034","ANTIOQUIA","PUERTO BERRIO",5579000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1035","ANTIOQUIA","SABANETA",5631000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1036","ANTIOQUIA","SABANETA",5631000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1037","ANTIOQUIA","SABANETA",5631000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1038","ANTIOQUIA","YARUMAL",5887000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1039","ARAUCA","ARAUCA (CT)",81001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1040","BOYACA","SOGAMOSO",15759000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1041","CALDAS","LA MERCED",17388000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1042","CAUCA","CORINTO",19212000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1043","CORDOBA","MONTERIA (CT)",23001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1044","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1045","CUNDINAMARCA","GUADUAS",25320000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1046","NORTE DE SANTANDER","CUCUTA (CT)",54001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1047","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1048","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1049","QUINDIO","CALARCA",63130000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1050","SANTANDER","BARRANCABERMEJA",68081000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1051","SANTANDER","BARRANCABERMEJA",68081000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1052","SANTANDER","PIEDECUESTA",68547000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1053","TOLIMA","IBAGUE (CT)",73001000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1054","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1055","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1056","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1057","VALLE","TULUA",76834000,"ARMA DE FUEGO","25","01","2010","MASCULINO","ADULTOS"
"1058","ARAUCA","TAME",81794000,"ARMA BLANCA / CORTOPUNZANTE","26","01","2010","FEMENINO","ADULTOS"
"1059","QUINDIO","CALARCA",63130000,"ARMA BLANCA / CORTOPUNZANTE","26","01","2010","MASCULINO","ADOLESCENTES"
"1060","ANTIOQUIA","CACERES",5120000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1061","ANTIOQUIA","ITAGUI",5360000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1062","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","26","01","2010","FEMENINO","ADOLESCENTES"
"1063","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1064","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1065","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1066","ANTIOQUIA","YOLOMBO",5890000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1067","CESAR","VALLEDUPAR (CT)",20001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1068","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1069","CUNDINAMARCA","ZIPAQUIRA",25899000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1070","GUAJIRA","MAICAO",44430000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1071","HUILA","OPORAPA",41503000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1072","HUILA","SAN AGUSTIN",41668000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1073","MAGDALENA","EL BANCO",47245000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1074","MAGDALENA","SANTA MARTA (CT)",47001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1075","META","VILLAVICENCIO (CT)",50001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADOLESCENTES"
"1076","META","VILLAVICENCIO (CT)",50001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1077","SUCRE","SANTIAGO DE TOLU",70820000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1078","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1079","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1080","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1081","VALLE","CARTAGO",76147000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1082","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","26","01","2010","MASCULINO","ADULTOS"
"1083","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","27","01","2010","FEMENINO","ADULTOS"
"1084","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","27","01","2010","MASCULINO","ADULTOS"
"1085","QUINDIO","QUIMBAYA",63594000,"ARMA BLANCA / CORTOPUNZANTE","27","01","2010","MASCULINO","ADULTOS"
"1086","ANTIOQUIA","CAUCASIA",5154000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1087","ANTIOQUIA","CHIGORODO",5172000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1088","ANTIOQUIA","ENVIGADO",5266000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1089","ANTIOQUIA","GUARNE",5318000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1090","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1091","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1092","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1093","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1094","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1095","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1096","BOLIVAR","CARTAGENA (CT)",13001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1097","CALDAS","CHINCHINA",17174000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1098","CAQUETA","SAN VICENTE DEL CAGUAN",18753000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1099","CAUCA","EL TAMBO",19256000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1100","CAUCA","GUACHENE",19300000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1101","CORDOBA","PUEBLO NUEVO",23570000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1102","CORDOBA","PURISIMA",23586000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1103","CORDOBA","SAN BERNARDO DEL VIENTO",23675000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1104","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1105","GUAVIARE","MIRAFLORES",95200000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1106","GUAVIARE","MIRAFLORES",95200000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1107","MAGDALENA","CIENAGA",47189000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1108","META","VILLAVICENCIO (CT)",50001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1109","META","VILLAVICENCIO (CT)",50001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1110","NORTE DE SANTANDER","VILLA DEL ROSARIO",54874000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1111","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1112","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1113","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADOLESCENTES"
"1114","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADOLESCENTES"
"1115","PUTUMAYO","PUERTO ASIS",86568000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1116","RISARALDA","PEREIRA (CT)",66001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1117","RISARALDA","PEREIRA (CT)",66001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1118","VALLE","BOLIVAR",76100000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1119","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1120","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1121","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","FEMENINO","ADULTOS"
"1122","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADOLESCENTES"
"1123","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1124","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1125","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1126","VALLE","TULUA",76834000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1127","VALLE","TULUA",76834000,"ARMA DE FUEGO","27","01","2010","MASCULINO","ADULTOS"
"1128","BOLIVAR","MORALES",13473000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","MASCULINO","ADULTOS"
"1129","BOYACA","GUAYATA",15325000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","MASCULINO","ADULTOS"
"1130","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","FEMENINO","ADULTOS"
"1131","CUNDINAMARCA","NEMOCON",25486000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","MASCULINO","ADULTOS"
"1132","HUILA","PITALITO",41551000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","FEMENINO","ADULTOS"
"1133","SANTANDER","BUCARAMANGA (CT)",68001000,"ARMA BLANCA / CORTOPUNZANTE","28","01","2010","MASCULINO","ADULTOS"
"1134","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1135","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1136","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1137","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1138","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1139","ARAUCA","TAME",81794000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADOLESCENTES"
"1140","BOLIVAR","CARTAGENA (CT)",13001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1141","CALDAS","CHINCHINA",17174000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1142","CAUCA","BOLIVAR",19100000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1143","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1144","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1145","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1146","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1147","MAGDALENA","CIENAGA",47189000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1148","MAGDALENA","SANTA MARTA (CT)",47001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1149","META","GRANADA",50313000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1150","NARINO","PASTO (CT)",52001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1151","NARINO","SAN ANDRES DE TUMACO",52835000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1152","NORTE DE SANTANDER","TEORAMA",54800000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1153","QUINDIO","ARMENIA (CT)",63001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1154","RISARALDA","DOSQUEBRADAS",66170000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1155","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADOLESCENTES"
"1156","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1157","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1158","VALLE","TORO",76823000,"ARMA DE FUEGO","28","01","2010","FEMENINO","ADULTOS"
"1159","VALLE","TULUA",76834000,"ARMA DE FUEGO","28","01","2010","MASCULINO","ADULTOS"
"1160","NORTE DE SANTANDER","ABREGO",54003000,"CONTUNDENTES","28","01","2010","MASCULINO","ADULTOS"
"1161","ANTIOQUIA","CAUCASIA",5154000,"GRANADA DE MANO","28","01","2010","FEMENINO","ADOLESCENTES"
"1162","ARAUCA","TAME",81794000,"MINA ANTIPERSONA","28","01","2010","MASCULINO","ADULTOS"
"1163","CALDAS","MANZANARES",17433000,"ARMA BLANCA / CORTOPUNZANTE","29","01","2010","FEMENINO","ADULTOS"
"1164","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","29","01","2010","MASCULINO","ADOLESCENTES"
"1165","VALLE","CALI (CT)",76001000,"ARMA BLANCA / CORTOPUNZANTE","29","01","2010","MASCULINO","ADULTOS"
"1166","ANTIOQUIA","CHIGORODO",5172000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1167","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","29","01","2010","FEMENINO","ADULTOS"
"1168","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1169","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1170","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1171","ANTIOQUIA","MEDELLIN (CT)",5001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1172","ANTIOQUIA","URRAO",5847000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1173","ATLANTICO","BARRANQUILLA (CT)",8001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1174","ATLANTICO","BARRANQUILLA (CT)",8001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1175","BOLIVAR","ARJONA",13052000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1176","CORDOBA","BUENAVISTA",23079000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1177","CORDOBA","LORICA",23417000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1178","CORDOBA","SAN ANTERO",23672000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1179","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","29","01","2010","FEMENINO","ADULTOS"
"1180","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1181","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1182","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1183","MAGDALENA","EL RETEN",47268000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1184","META","VISTAHERMOSA",50711000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1185","NARINO","CUMBITARA",52233000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1186","NARINO","SANDONA",52683000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1187","RISARALDA","DOSQUEBRADAS",66170000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1188","RISARALDA","DOSQUEBRADAS",66170000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1189","RISARALDA","PEREIRA (CT)",66001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1190","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","FEMENINO","ADULTOS"
"1191","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1192","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1193","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1194","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1195","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1196","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1197","VALLE","EL CERRITO",76248000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1198","VALLE","EL CERRITO",76248000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1199","VALLE","PALMIRA",76520000,"ARMA DE FUEGO","29","01","2010","FEMENINO","ADULTOS"
"1200","VALLE","RIOFRIO",76616000,"ARMA DE FUEGO","29","01","2010","MASCULINO","ADULTOS"
"1201","NARINO","SAN ANDRES DE TUMACO",52835000,"CUERDA/SOGA/CADENA","29","01","2010","MASCULINO","ADULTOS"
"1202","ANTIOQUIA","CALDAS",5129000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","FEMENINO","ADULTOS"
"1203","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","FEMENINO","ADULTOS"
"1204","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","MASCULINO","ADULTOS"
"1205","HUILA","GARZON",41298000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","MASCULINO","ADULTOS"
"1206","RISARALDA","PEREIRA (CT)",66001000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","MASCULINO","ADULTOS"
"1207","VALLE","CARTAGO",76147000,"ARMA BLANCA / CORTOPUNZANTE","30","01","2010","MASCULINO","ADULTOS"
"1208","ANTIOQUIA","CAUCASIA",5154000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1209","ANTIOQUIA","YONDO",5893000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1210","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1211","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1212","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1213","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1214","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1215","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1216","ARAUCA","PUERTO RONDON",81591000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1217","CAUCA","GUAPI",19318000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1218","CORDOBA","MONTERIA (CT)",23001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1219","CORDOBA","TIERRALTA",23807000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1220","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1221","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1222","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1223","CUNDINAMARCA","BOGOTA D.C. (CT)",11001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1224","CUNDINAMARCA","GIRARDOT",25307000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1225","CUNDINAMARCA","SOACHA",25754000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADOLESCENTES"
"1226","CUNDINAMARCA","SOACHA",25754000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1227","GUAJIRA","RIOHACHA (CT)",44001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1228","GUAJIRA","RIOHACHA (CT)",44001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1229","MAGDALENA","EL BANCO",47245000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1230","MAGDALENA","ZONA BANANERA",47980000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1231","NARINO","SAN ANDRES DE TUMACO",52835000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADOLESCENTES"
"1232","QUINDIO","ARMENIA (CT)",63001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1233","QUINDIO","QUIMBAYA",63594000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1234","RISARALDA","DOSQUEBRADAS",66170000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1235","SUCRE","SINCELEJO (CT)",70001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1236","TOLIMA","PLANADAS",73555000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1237","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADOLESCENTES"
"1238","VALLE","CALI (CT)",76001000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1239","VALLE","GUACARI",76318000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1240","VALLE","TULUA",76834000,"ARMA DE FUEGO","30","01","2010","MASCULINO","ADULTOS"
"1241","BOLIVAR","CARTAGENA (CT)",13001000,"ARMA BLANCA / CORTOPUNZANTE","31","01","2010","MASCULINO","ADULTOS"
"1242","CALDAS","MANIZALES (CT)",17001000,"ARMA BLANCA / CORTOPUNZANTE","31","01","2010","MASCULINO","ADULTOS"
"1243","CALDAS","PALESTINA",17524000,"ARMA BLANCA / CORTOPUNZANTE","31","01","2010","MASCULINO","ADULTOS"
