departamento,municipio,DANE_code,weapon,date,gender,age_group,quantity
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2018,MASCULINO,ADULTOS,2
ANTIOQUIA,ANDES,5034000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,5353000,ARMA DE FUEGO,1/01/2018,FEMENINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,1/01/2018,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
BOLIVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
CAUCA,POPAYAN (CT),19001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,FACATATIVA,25269000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
NARINO,EL TABLON DE GOMEZ,52258000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADOLESCENTES,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,3
QUINDIO,MONTENEGRO,63470000,ARMA DE FUEGO,1/01/2018,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,7
VALLE,LA UNION,76400000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
VALLE,LA VICTORIA,76403000,ARMA DE FUEGO,1/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
ATLANTICO,SOLEDAD,8758000,CONTUNDENTES,1/01/2018,FEMENINO,ADULTOS,1
BOLIVAR,EL CARMEN DE BOLIVAR,13244000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
CORDOBA,MONTERIA (CT),23001000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,FACATATIVA,25269000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
MAGDALENA,PLATO,47555000,CONTUNDENTES,1/01/2018,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),70001000,CUERDA/SOGA/CADENA,1/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,FEMENINO,ADULTOS,1
BOLIVAR,SANTA ROSA,13683000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,MASCULINO,ADULTOS,1
CORDOBA,MONTERIA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,MASCULINO,ADULTOS,1
HUILA,PALERMO,41524000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,MASCULINO,ADULTOS,1
META,PUERTO CONCORDIA,50450000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,FEMENINO,ADULTOS,1
NARINO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,2/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,5079000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,HISPANIA,5353000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SALGAR,5642000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,2
ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
BOLIVAR,TIQUISIO,13810000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
CALDAS,AGUADAS,17013000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
CAQUETA,CARTAGENA DEL CHAIRA,18150000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
CHOCO,SAN JOSE DEL PALMAR,27660000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,3
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
NARINO,BARBACOAS,52079000,ARMA DE FUEGO,2/01/2018,FEMENINO,ADOLESCENTES,2
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
QUINDIO,ARMENIA (CT),63001000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
QUINDIO,CALARCA,63130000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/01/2018,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,3
VALLE,RIOFRIO,76616000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,2/01/2018,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,CONTUNDENTES,2/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,VERGARA,25862000,CONTUNDENTES,2/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODO,5172000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
CAUCA,POPAYAN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
CESAR,SAN ALBERTO,20710000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADOLESCENTES,1
CHOCO,MEDIO ATRATO,27425000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
NARINO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CUCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,3/01/2018,MASCULINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
CHOCO,NOVITA,27491000,ARMA DE FUEGO,3/01/2018,FEMENINO,ADOLESCENTES,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,2
SANTANDER,PUERTO PARRA,68573000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,3/01/2018,MASCULINO,ADOLESCENTES,1
NARINO,SAN ANDRES DE TUMACO,52835000,BOLSA PLASTICA,3/01/2018,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,CONTUNDENTES,3/01/2018,MASCULINO,ADULTOS,1
TOLIMA,IBAGUE (CT),73001000,CONTUNDENTES,3/01/2018,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,CONTUNDENTES,3/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,ANDES,5034000,ARMA BLANCA / CORTOPUNZANTE,4/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,CHIA,25175000,ARMA BLANCA / CORTOPUNZANTE,4/01/2018,MASCULINO,ADULTOS,1
TOLIMA,IBAGUE (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,4/01/2018,FEMENINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,4/01/2018,FEMENINO,ADULTOS,1
ANTIOQUIA,DABEIBA,5234000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRALDO,5306000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,JERICO,5368000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
CAUCA,BOLIVAR,19100000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,7
CAUCA,PATIA,19532000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
CESAR,CURUMANI,20228000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,2
CORDOBA,PLANETA RICA,23555000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,CHIA,25175000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
HUILA,PAICOL,41518000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
META,LA MACARENA,50350000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
TOLIMA,MARIQUITA,73443000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,2
VALLE,CARTAGO,76147000,ARMA DE FUEGO,4/01/2018,MASCULINO,ADULTOS,1
BOYACA,EL COCUY,15244000,CONTUNDENTES,4/01/2018,FEMENINO,ADULTOS,1
MAGDALENA,PLATO,47555000,CONTUNDENTES,4/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,4/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,RIONEGRO,5615000,ARMA BLANCA / CORTOPUNZANTE,5/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,5/01/2018,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,68679000,ARMA BLANCA / CORTOPUNZANTE,5/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CANASGORDAS,5138000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,RETIRO,5607000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,5/01/2018,FEMENINO,ADULTOS,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
CAQUETA,FLORENCIA (CT),18001000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
MAGDALENA,EL BANCO,47245000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
QUINDIO,ARMENIA (CT),63001000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
RISARALDA,LA VIRGINIA,66400000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
VALLE,RIOFRIO,76616000,ARMA DE FUEGO,5/01/2018,MASCULINO,ADULTOS,1
CAUCA,TOTORO,19824000,ARMA BLANCA / CORTOPUNZANTE,6/01/2018,MASCULINO,ADULTOS,1
CHOCO,QUIBDO (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,6/01/2018,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,6/01/2018,MASCULINO,ADULTOS,1
NARINO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CACERES,5120000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,2
ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SALGAR,5642000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTA BARBARA,5679000,ARMA DE FUEGO,6/01/2018,FEMENINO,ADULTOS,1
ANTIOQUIA,SANTA BARBARA,5679000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAQUETA,CARTAGENA DEL CHAIRA,18150000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,6/01/2018,FEMENINO,ADULTOS,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CORDOBA,BUENAVISTA,23079000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,3
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,VERGARA,25862000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
HUILA,CAMPOALEGRE,41132000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CUCUTA (CT),54001000,ARMA DE FUEGO,6/01/2018,FEMENINO,ADULTOS,1
NORTE DE SANTANDER,CUCUTA (CT),54001000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TEORAMA,54800000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/01/2018,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,6/01/2018,MASCULINO,ADULTOS,4
NARINO,SAMANIEGO,52678000,CONTUNDENTES,6/01/2018,FEMENINO,ADULTOS,1
VALLE,JAMUNDI,76364000,CONTUNDENTES,6/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,YALI,5885000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,MASCULINO,ADULTOS,1
HUILA,SAN AGUSTIN,41668000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,FEMENINO,ADULTOS,1
PUTUMAYO,PUERTO LEGUIZAMO,86573000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,FEMENINO,ADULTOS,1
SANTANDER,OIBA,68500000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,7/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,2
ANTIOQUIA,SANTO DOMINGO,5690000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
ATLANTICO,SOLEDAD,8758000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
BOLIVAR,MARIA LA BAJA,13442000,ARMA DE FUEGO,7/01/2018,FEMENINO,ADULTOS,1
CALDAS,BELALCAZAR,17088000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
CAUCA,POPAYAN (CT),19001000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
CHOCO,QUIBDO (CT),27001000,ARMA DE FUEGO,7/01/2018,FEMENINO,ADULTOS,1
CORDOBA,TIERRALTA,23807000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,3
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADOLESCENTES,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
TOLIMA,FLANDES,73275000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,7/01/2018,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,2
VICHADA,PUERTO CARRENO (CT),99001000,ARMA DE FUEGO,7/01/2018,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,MASCULINO,ADULTOS,1
CHOCO,MEDIO ATRATO,27425000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,FEMENINO,ADULTOS,1
HUILA,GARZON,41298000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,8/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,TOLEDO,5819000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
CALDAS,NEIRA,17486000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
CAUCA,PATIA,19532000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
CHOCO,UNGUIA,27800000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,APULO,25599000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,8/01/2018,FEMENINO,ADULTOS,1
NARINO,POLICARPA,52540000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,3
PUTUMAYO,PUERTO ASIS,86568000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,8/01/2018,MASCULINO,ADULTOS,2
CAQUETA,SAN JOSE DEL FRAGUA,18610000,CONTUNDENTES,8/01/2018,MASCULINO,ADULTOS,3
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,9/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,9/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CHIGORODO,5172000,ARMA DE FUEGO,9/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,5190000,ARMA DE FUEGO,9/01/2018,MASCULINO,ADULTOS,1
ANTIOQUIA,TARAZA,5790000,ARMA DE FUEGO,9/01/2018,MASCULINO,ADULTOS,2
ANTIOQUIA,URRAO,5847000,ARMA DE FUEGO,9/01/2018,MASCULINO,ADULTOS,1
